NestID,Length,TotalLength,ItemNumber,RemainingLength
4131,465,8000,204,0
4131,465,8000,1167,0
3779,465,2318,1633,0
9602,465,6000,2087,0
7343,465,6000,3597,0
8706,465,1290,2408,4710
8815,465,6000,646,0
8815,465,6000,2254,0
4233,465,6000,4010,0
7510,465,6000,2031,0
7507,465,6000,2822,0
1874,465,8000,1638,0
1707,465,8000,860,0
1707,465,8000,930,0
6732,465,2899,3011,969
6732,465,2899,3012,969
3475,465,2212,2767,336
3475,465,2212,2765,336
4674,465,5822,2071,0
8109,465,6000,972,0
8109,465,6000,1139,0
7817,465,8000,2273,0
6077,465,13000,3685,0
6078,465,13000,3670,0
6078,465,13000,3676,0
6078,465,13000,3682,0
8483,465,5543,2395,0
8298,465,4639,429,0
8976,465,5623,652,377
8044,465,1868,1973,1808
8044,465,1868,1974,1808
8067,465,2871,2249,1968
8067,465,2871,2250,1968
8067,465,2871,2251,1968
8092,465,8676,2537,0
3690,465,3416,1386,2584
3690,465,3416,1387,2584
8426,465,8000,2815,0
8427,465,8000,2813,0
1112,465,2307,449,3693
2893,465,6000,719,0
7612,465,7212,1530,0
10786,465,8000,2701,0
10611,465,958,2462,2683
10336,465,6000,3667,0
10336,465,6000,3668,0
8255,465,5679,2545,0
8257,465,2613,2543,3387
8260,465,5443,3773,557
1349,465,2719,1651,2
2392,465,13000,774,0
1378,465,13000,1890,0
9150,465,2006,96,0
11438,465,8000,1795,0
9214,465,1021,741,4979
10397,465,6000,227,0
3562,465,3460,UB31-0035-P,0
5054,465,5705,UC21-0049-S,0
8397,465,4759,4162,1241
10134,465,5535,UG11-2374-P,2465
6306,465,4789,4204,0
6306,465,4789,4215,0
3682,465,2322,1013,444
3682,465,2322,1015,444
5374,465,465,5769,4423
8393,465,465,UD42-3395-P,3032
7872,466,4094,1720,0
9473,466,1297,5490,1648
7054,466,11856,43,0
7054,466,11856,29,0
3814,466,8000,1266,0
7334,466,1369,4578,1051
7513,466,4795,2879,1205
7507,466,6000,2862,0
1697,466,4777,722,0
3155,466,2518,1036,3482
3153,466,6000,1058,0
6784,466,1914,2439,101
6784,466,1914,2442,101
6785,466,932,2436,12068
6785,466,932,2437,12068
2039,466,8000,2461,0
2040,466,3936,2460,4064
2066,466,8111,2137,0
10042,466,8000,3208,0
729,466,2250,2899,0
729,466,2250,2900,0
640,466,13000,1283,0
6075,466,2896,3552,10104
6075,466,2896,3553,10104
2279,466,2071,1167,3929
2287,466,8000,347,0
8302,466,5032,1524,968
8304,466,8000,2529,0
8305,466,7999,2528,1
8298,466,4639,2084,0
8298,466,4639,1480,0
8302,466,5032,1486,968
8971,466,6000,653,0
8971,466,6000,656,0
8418,466,5505,2690,0
8419,466,6000,2686,0
383,466,6000,2538,0
383,466,6000,2540,0
2738,466,2550,162,0
3006,466,2522,3225,5710
1109,466,3313,574,0
6406,466,8000,5096,0
11133,466,8000,1344,0
3428,466,6000,637,0
10545,466,8000,2745,0
5155,466,13000,2220,0
10982,466,5761,3101,239
9979,466,8000,1544,0
11032,466,2484,3571,3516
10493,466,8000,2260,0
3382,466,6010,657,6990
2426,466,2925,1090,3075
9152,466,6000,79,0
11435,466,2750,1214,0
3662,466,8000,1724,0
3663,466,8000,1721,0
3664,466,7995,1663,5
3664,466,7995,1670,5
7481,466,3324,2666,0
11456,466,6000,1655,0
3561,466,5089,UB31-0034-P,0
2341,466,2079,1938,1850
2341,466,2079,1939,1850
2341,466,2079,1940,1850
2341,466,2079,1941,1850
1437,466,4895,UB11-0098-P,0
1437,466,4895,UB11-0457-S,0
798,466,466,UA21-0507-S,5140
6306,466,4789,4217,0
6308,466,4150,4203,0
3289,466,932,867,1636
3289,466,932,882,1636
1035,466,956,2362,5805
2957,466,927,797,5073
7873,467,6000,3448,0
7873,467,6000,1704,0
4851,467,5941,2654,59
4129,467,7060,2234,0
4133,467,8000,2231,0
3814,467,8000,1931,0
3781,467,6000,1639,0
3781,467,6000,1640,0
9605,467,6000,1114,0
9603,467,6000,2088,0
7343,467,6000,4330,0
7343,467,6000,4352,0
2174,467,10760,3623,364
2193,467,6000,907,0
3475,467,2212,2795,336
3475,467,2212,2792,336
3056,467,5788,2591,212
2019,467,2343,2082,3657
2019,467,2343,2084,3657
2019,467,2343,2078,3657
2039,467,8000,1965,0
1239,467,4495,732,1505
4781,467,934,4592,3963
4781,467,934,4593,3963
10023,467,5992,1669,8
10055,467,13000,3872,0
3885,467,8000,852,0
3886,467,8000,572,0
3886,467,8000,748,0
3886,467,8000,851,0
6548,467,4215,4935,3785
6548,467,4215,4686,3785
6077,467,13000,1886,0
6077,467,13000,1887,0
6077,467,13000,1888,0
6077,467,13000,1891,0
2274,467,4168,3630,0
7270,467,6000,113,0
8495,467,8000,186,0
8302,467,5032,1516,968
8302,467,5032,1529,968
8971,467,6000,655,0
5992,467,2700,3036,3300
2962,467,6000,1755,0
6241,467,7176,2698,0
11071,467,3516,999,0
2820,467,4030,1202,0
2603,467,2006,1225,0
2605,467,8000,1223,0
8931,467,8000,1282,0
1942,467,3373,331,0
1942,467,3373,332,0
1942,467,3373,333,0
1945,467,8000,329,0
1945,467,8000,330,0
1946,467,8000,328,0
1947,467,8000,326,0
1951,467,7996,325,4
1953,467,7951,167,49
1931,467,5967,1204,33
10982,467,5761,3100,239
10982,467,5761,3141,239
10982,467,5761,3340,239
10982,467,5761,3341,239
10786,467,8000,2702,0
10340,467,8000,3648,0
10340,467,8000,3649,0
10340,467,8000,3664,0
1467,467,3305,1275,0
2662,467,2398,778,0
2663,467,8000,773,0
2663,467,8000,774,0
2663,467,8000,775,0
2663,467,8000,776,0
2663,467,8000,777,0
8262,467,4875,2689,0
8263,467,8000,1319,0
8263,467,8000,1325,0
8263,467,8000,1326,0
8263,467,8000,1328,0
8263,467,8000,1330,0
8263,467,8000,1331,0
8266,467,8000,1329,0
10313,467,6090,3338,0
10313,467,6090,3446,0
10314,467,8000,3337,0
10265,467,4785,3910,3215
10217,467,8000,276,0
10217,467,8000,575,0
10171,467,2901,331,0
10378,467,2566,672,0
10378,467,2566,3716,0
895,467,2643,1035,2136
895,467,2643,1036,2136
6990,467,5336,3216,664
4709,467,936,2187,4573
9884,467,13000,4713,0
9885,467,13000,4712,0
5690,467,7777,UC31-1112-P,221
2348,467,5137,1492,4877
2348,467,5137,1493,4877
2348,467,5137,1494,4877
2348,467,5137,1497,4877
2348,467,5137,1499,4877
2348,467,5137,1522,4877
2348,467,5137,1524,4877
2348,467,5137,1526,4877
2348,467,5137,1528,4877
2348,467,5137,1531,4877
2348,467,5137,3704,4877
2349,467,934,1502,5098
2349,467,934,1532,5098
10946,467,3324,2055,0
11221,467,2052,2914,2
2001,467,935,1649,2573
5047,467,2347,4324,97
5047,467,2347,4325,97
1602,467,467,1669,3730
7873,468,6000,1881,0
7873,468,6000,3761,0
7873,468,6000,3810,0
7873,468,6000,1727,0
7873,468,6000,1714,0
9489,468,8000,3639,0
9492,468,8000,3638,0
9476,468,6000,2502,0
4183,468,2550,446,0
9618,468,8000,951,0
9604,468,6000,2102,0
7401,468,3324,4362,0
7353,468,5242,3504,0
7352,468,4330,3410,1670
8705,468,5746,3072,254
5547,468,6000,1400,0
5547,468,6000,1401,0
5547,468,6000,1394,0
5547,468,6000,1908,0
4226,468,2420,4057,34
4231,468,6000,783,0
7508,468,6000,727,0
7508,468,6000,2973,0
7507,468,6000,2803,0
9324,468,8000,5157,0
1872,468,4627,1091,3373
1872,468,4627,1092,3373
1872,468,4627,1399,3373
2258,468,6156,2195,0
3940,468,1860,3867,2661
3962,468,2440,1481,0
3944,468,6000,2030,0
9415,468,3172,3624,0
2021,468,4562,3758,495
2066,468,8111,2132,0
8109,468,6000,1448,0
8109,468,6000,1451,0
8115,468,2657,1313,0
3870,468,6000,918,0
3874,468,6375,1454,0
3874,468,6375,1455,0
3870,468,6000,919,0
6059,468,5996,4042,4
2277,468,5998,1162,2
2276,468,6000,1131,0
7278,468,5792,1223,208
7271,468,6000,1218,0
8302,468,5032,2841,968
8302,468,5032,2842,968
8302,468,5032,1890,968
8977,468,5083,1133,0
8971,468,6000,763,0
8971,468,6000,703,0
3696,468,6000,959,0
3697,468,6000,953,0
384,468,6000,1292,0
1138,468,12046,1210,0
1138,468,12046,1211,0
1138,468,12046,1212,0
1138,468,12046,1222,0
6236,468,6000,3890,0
6236,468,6000,3893,0
6237,468,5999,1557,1
6235,468,6000,1839,0
6236,468,6000,1838,0
2897,468,5759,738,241
2894,468,6000,739,0
7612,468,7212,250,0
3233,468,5263,2752,0
3233,468,5263,2751,0
1626,468,3550,2527,0
11275,468,4648,2592,167
3426,468,6000,650,0
3426,468,6000,682,0
1938,468,3148,795,0
1938,468,3148,796,0
5154,468,13000,631,0
10985,468,4087,3099,3913
10982,468,5761,3102,239
10337,468,1353,3651,4647
11031,468,4611,3223,1
11031,468,4611,3224,1
11032,468,2484,3221,3516
9808,468,1326,2636,4674
9808,468,1326,2637,4674
8259,468,4710,3775,0
11351,468,4004,984,0
11356,468,3927,1900,-4.55E-13
11359,468,8000,1899,0
3658,468,8000,1346,0
10757,468,8000,1957,0
542,468,5529,1074,0
547,468,13000,1956,0
9126,468,6000,853,0
11411,468,4051,2210,0
11425,468,3911,185,0
10312,468,2011,3745,1661
10317,468,8000,3918,0
1023,468,13000,45,0
5806,468,6000,353,0
10279,468,3215,3731,0
10281,468,4157,3730,3843
261,468,956,1416,1104
1437,468,4895,UB11-0099-P,0
7424,468,5404,4513,596
7424,468,5404,3105,596
7424,468,5404,4512,596
7424,468,5404,3104,596
9697,468,6000,UF11-4993-P,0
5192,468,2244,879,10756
1998,468,3744,305,220
1998,468,3744,306,220
1998,468,3744,307,220
1998,468,3744,308,220
1998,468,3744,537,220
1998,468,3744,538,220
1998,468,3744,1623,220
1998,468,3744,1625,220
1999,468,3744,297,220
1999,468,3744,298,220
1999,468,3744,299,220
1999,468,3744,300,220
1999,468,3744,301,220
1999,468,3744,302,220
1999,468,3744,303,220
1999,468,3744,304,220
2000,468,3744,219,27
2000,468,3744,226,27
2000,468,3744,227,27
2000,468,3744,228,27
2000,468,3744,229,27
2000,468,3744,294,27
2000,468,3744,295,27
2000,468,3744,296,27
2001,468,935,218,2573
1160,468,468,1220,9713
9302,468,1404,714,948
9302,468,1404,715,948
9302,468,1404,716,948
9206,468,866,2438,4689
11214,468,683,2404,2071
7874,469,6000,1841,0
7874,469,6000,3447,0
7874,469,6000,1631,0
7874,469,6000,1632,0
9476,469,6000,4352,0
4121,469,6000,1162,0
4119,469,6000,1073,0
4120,469,6000,1152,0
4118,469,6000,3657,0
4120,469,6000,1177,0
3826,469,2493,1796,2
9618,469,8000,2335,0
7353,469,5242,3999,0
7342,469,6000,3406,0
7353,469,5242,3717,0
8713,469,8000,1670,0
8714,469,8000,1669,0
8715,469,8000,1668,0
8713,469,8000,2444,0
8814,469,6000,638,0
8825,469,8000,2294,0
8830,469,8000,639,0
8830,469,8000,2292,0
8830,469,8000,2293,0
8816,469,6000,989,0
8815,469,6000,659,0
5617,469,11385,3112,107
5552,469,5022,1462,978
5552,469,5022,1466,978
4232,469,6000,2608,0
7508,469,6000,2878,0
9319,469,2122,4139,0
9328,469,8000,3186,0
9328,469,8000,3187,0
9328,469,8000,3875,0
9329,469,8000,3185,0
9332,469,8000,4387,0
2122,469,4064,2872,0
1873,469,3330,842,0
1874,469,8000,828,0
1874,469,8000,836,0
1874,469,8000,839,0
1874,469,8000,840,0
1707,469,8000,937,0
2194,469,6000,908,0
2194,469,6000,29,0
3152,469,6000,1023,0
3152,469,6000,1049,0
6640,469,6000,4838,0
2020,469,1444,3757,4556
2021,469,4562,3756,495
2021,469,4562,3760,495
2033,469,6000,1551,0
2038,469,7259,3345,0
2038,469,7259,3346,0
2038,469,7259,3351,0
4677,469,13000,2074,0
4034,469,2437,3009,224
3868,469,6000,866,0
3868,469,6000,906,0
3868,469,6000,907,0
3868,469,6000,924,0
3874,469,6375,1773,0
3875,469,8000,1771,0
7800,469,5684,2124,0
7800,469,5684,2126,0
7800,469,5684,2130,0
700,469,3890,2572,2002
700,469,3890,2574,2002
8496,469,8000,1867,0
8496,469,8000,1887,0
8496,469,8000,1890,0
8496,469,8000,2176,0
8496,469,8000,2184,0
8498,469,8000,869,0
8498,469,8000,1865,0
8970,469,6000,685,0
8970,469,6000,648,0
8043,469,4941,2637,1059
8043,469,4941,2638,1059
8068,469,2904,2643,0
8044,469,1868,2545,1808
8044,469,1868,2546,1808
9077,469,8000,1369,0
3696,469,6000,916,0
8426,469,8000,2486,0
1109,469,3313,548,0
1109,469,3313,586,0
1114,469,8000,1067,0
6235,469,6000,2031,0
6236,469,6000,1556,0
6406,469,8000,4537,0
1766,469,6000,1059,0
1644,469,3813,2156,0
1646,469,3755,2155,4245
1627,469,6000,2169,0
1627,469,6000,2171,0
1627,469,6000,2172,0
1627,469,6000,2173,0
1627,469,6000,2174,0
2837,469,2848,1376,0
8919,469,6000,1300,0
8932,469,8000,1292,0
8932,469,8000,1293,0
3425,469,3045,728,0
10573,469,7647,2402,0
10573,469,7647,2404,0
10573,469,7647,2406,0
10550,469,8000,2822,0
2483,469,3356,137,0
2485,469,6000,136,0
10987,469,2105,2313,0
10985,469,4087,3580,3913
10778,469,5996,1969,4
10778,469,5996,1970,4
10778,469,5996,2458,4
10778,469,5996,2465,4
10778,469,5996,2473,4
10778,469,5996,2475,4
10786,469,8000,2430,0
9979,469,8000,1607,0
10339,469,8000,3451,0
10491,469,3448,3141,2552
10492,469,5773,2773,0
5441,469,8026,4143,0
4417,469,2526,311,0
9818,469,2166,1093,0
11386,469,8000,2242,0
2449,469,2471,1079,0
8606,469,4648,828,1352
9215,469,2412,516,0
9215,469,2412,670,0
7703,469,960,2863,5040
9241,469,4979,34,0
9241,469,4979,626,0
9247,469,2100,399,0
9254,469,8000,395,0
9256,469,7973,355,27
250,469,4375,130,0
10401,469,8000,3718,0
10401,469,8000,3720,0
11426,469,12999,184,1
9856,469,2176,3883,0
9859,469,8000,2078,0
9859,469,8000,2083,0
9859,469,8000,2084,0
9859,469,8000,2089,0
10262,469,8000,3450,0
10910,469,2676,2682,3324
10913,469,2324,1928,9
10913,469,2324,1929,9
4709,469,936,2186,4573
5806,469,6000,362,0
5411,469,2924,UC22-0298-P,3076
5411,469,2924,UC22-0320-P,3076
2177,469,12551,UB14-0241-S,0
10458,469,1913,2447,6087
7885,470,836,1840,5164
7884,470,5681,1337,319
7884,470,5681,2978,319
7873,470,6000,1750,0
7874,470,6000,1742,0
7874,470,6000,1745,0
7874,470,6000,1747,0
7884,470,5681,1220,319
7873,470,6000,1741,0
7875,470,6000,1562,0
7875,470,6000,1705,0
7875,470,6000,1754,0
7884,470,5681,1264,319
9477,470,6000,5721,0
9478,470,6000,5714,0
7000,470,4284,3360,0
4120,470,6000,1161,0
4120,470,6000,1080,0
4120,470,6000,1081,0
3814,470,8000,1272,0
9602,470,6000,5202,0
9601,470,6000,1115,0
9602,470,6000,2085,0
9602,470,6000,2149,0
7336,470,2785,3692,0
7336,470,2785,3695,0
7337,470,6000,3688,0
7337,470,6000,3690,0
7342,470,6000,3686,0
7344,470,6000,3679,0
8705,470,5746,2761,254
8705,470,5746,2763,254
8715,470,8000,552,0
8705,470,5746,2409,254
8705,470,5746,2424,254
8705,470,5746,2598,254
8705,470,5746,2988,254
4931,470,5893,1314,107
4927,470,5520,1074,0
8815,470,6000,1612,0
5549,470,6000,1467,0
4304,470,7813,2439,187
7509,470,6000,2883,0
7509,470,6000,2887,0
7513,470,4795,1891,1205
1707,470,8000,936,0
1707,470,8000,1725,0
2193,470,6000,918,0
2192,470,6000,953,0
2193,470,6000,958,0
3153,470,6000,1035,0
3153,470,6000,3263,0
6670,470,12997,4593,3
3069,470,8000,2515,0
697,470,5819,2914,181
697,470,5819,2942,181
699,470,940,2913,4318
699,470,940,2941,4318
2276,470,6000,97,0
2276,470,6000,3726,0
2275,470,6000,1070,0
2275,470,6000,1058,0
2275,470,6000,1062,0
8484,470,6000,2241,0
8484,470,6000,2242,0
8484,470,6000,2243,0
8484,470,6000,1039,0
8484,470,6000,876,0
8484,470,6000,856,0
8976,470,5623,682,377
8976,470,5623,684,377
8972,470,6000,638,0
8976,470,5623,651,377
8972,470,6000,1148,0
8972,470,6000,1149,0
8972,470,6000,707,0
8976,470,5623,647,377
8043,470,4941,2542,1059
9081,470,8000,1311,0
9081,470,8000,1370,0
3307,470,6000,2725,0
3307,470,6000,2727,0
3307,470,6000,2728,0
3307,470,6000,2729,0
3307,470,6000,2731,0
3307,470,6000,2733,0
3307,470,6000,2734,0
3308,470,6000,2723,0
3308,470,6000,2724,0
3695,470,6000,567,0
5204,470,4697,1548,1303
1109,470,3313,542,0
6231,470,2382,2525,3618
6402,470,5133,450,867
1766,470,6000,751,0
2893,470,6000,718,0
2893,470,6000,720,0
1770,470,943,79,5057
486,470,8000,2043,0
3228,470,3482,758,0
3230,470,5995,755,5
3238,470,8000,1476,0
1627,470,6000,2340,0
11124,470,6000,1161,0
11123,470,6000,1351,0
10544,470,470,2624,5530
10773,470,1456,2645,2456
10616,470,6000,170,0
10336,470,6000,3486,0
11380,470,5509,851,0
11380,470,5509,874,0
11380,470,5509,897,0
1342,470,9548,1635,0
10583,470,6000,616,0
10583,470,6000,2750,0
3388,470,13000,525,0
3388,470,13000,761,0
2448,470,2473,1078,0
2391,470,13000,1640,0
10867,470,6000,464,0
1551,470,6000,386,0
9151,470,6000,2116,0
9151,470,6000,78,0
9151,470,6000,845,0
9241,470,4979,638,0
9241,470,4979,640,0
9245,470,2346,635,3654
10396,470,3734,176,0
10751,470,2891,2323,791
1057,470,5382,1248,618
9859,470,8000,2094,0
9859,470,8000,2095,0
9859,470,8000,2096,0
9859,470,8000,3880,0
9863,470,7994,2093,6
9865,470,7952,2092,48
11455,470,6000,2067,0
3562,470,3460,UB31-0107-S,0
3565,470,13000,UB31-0023-S,0
10171,470,2901,345,0
10174,470,2102,170,3898
10174,470,2102,336,3898
10375,470,4646,206,1
10895,470,5514,2673,486
10895,470,5514,2674,486
10233,470,2354,659,12
10234,470,7998,652,2
10200,470,5183,UG11-0801-S,0
4097,470,940,UB34-2502-S,7060
4097,470,940,UB34-2523-S,7060
886,470,4762,185,1
3125,470,470,UB24-1378-P,3296
3126,470,470,UB24-2358-P,4661
3284,470,2255,1757,2755
7884,471,5681,1265,319
7884,471,5681,1418,319
7884,471,5681,3772,319
7884,471,5681,3775,319
7884,471,5681,1756,319
7884,471,5681,1709,319
7875,471,6000,2968,0
9475,471,3557,5720,0
9477,471,6000,1135,0
9477,471,6000,3409,0
9532,471,2672,3738,0
9536,471,8000,3737,0
9475,471,3557,2558,0
4119,471,6000,1109,0
4119,471,6000,3788,0
9602,471,6000,2041,0
7352,471,4330,3760,1670
8819,471,6000,1763,0
8819,471,6000,2006,0
8823,471,5754,620,246
4989,471,13000,1702,0
7509,471,6000,2136,0
9324,471,8000,5159,0
9327,471,8000,3184,0
9327,471,8000,4136,0
9327,471,8000,4137,0
9327,471,8000,4138,0
9327,471,8000,5158,0
9328,471,8000,3183,0
2193,471,6000,3617,0
2194,471,6000,919,0
2204,471,8000,3417,0
2193,471,6000,939,0
2204,471,8000,3572,0
2194,471,6000,34,0
2193,471,6000,527,0
3152,471,6000,1096,0
9454,471,12318,4028,0
9458,471,12954,3919,46
2019,471,2343,2085,3657
2019,471,2343,2087,3657
2037,471,5236,3426,764
2037,471,5236,3427,764
2037,471,5236,3730,764
2037,471,5236,3731,764
2037,471,5236,3732,764
2037,471,5236,3733,764
2037,471,5236,3734,764
2037,471,5236,3748,764
2038,471,7259,2455,0
9905,471,8000,1310,0
3869,471,6000,865,0
7803,471,5161,2351,839
2277,471,5998,1161,2
7273,471,6000,1960,0
7273,471,6000,1980,0
8483,471,5543,471,0
7276,471,5999,1209,1
8976,471,5623,705,377
8976,471,5623,698,377
9092,471,7544,1312,456
9062,471,3639,2495,0
9063,471,6000,2478,0
9063,471,6000,2494,0
3308,471,6000,2738,0
3308,471,6000,2817,0
3309,471,6000,2313,0
3309,471,6000,2314,0
3309,471,6000,2735,0
3309,471,6000,2736,0
3309,471,6000,2737,0
3702,471,8000,1333,0
3704,471,8000,958,0
8426,471,8000,2746,0
2963,471,5204,1756,796
1138,471,12046,1214,0
1109,471,3313,266,0
6402,471,5133,2883,867
2943,471,2476,678,0
1765,471,6000,866,0
7603,471,10819,193,0
3242,471,8000,1472,0
1637,471,2955,1846,183
11124,471,6000,2686,0
5153,471,2691,866,0
4404,471,1626,2550,4374
4404,471,1626,2552,4374
11382,471,6000,846,0
11381,471,6000,875,0
11381,471,6000,2058,0
11384,471,3927,918,-4.55E-13
2430,471,8000,1622,0
2391,471,13000,510,0
11351,471,4004,985,0
9245,471,2346,106,3654
9247,471,2100,691,0
9249,471,2099,690,1
9241,471,4979,625,0
9241,471,4979,731,0
9125,471,3900,854,0
9125,471,3900,866,0
10315,471,8000,3565,0
9857,471,2166,2065,0
11191,471,5221,1901,1
11191,471,5221,1902,1
11192,471,1286,2834,6714
11192,471,1286,2835,6714
10173,471,5894,349,106
444,471,471,2262,5529
9577,471,3971,UF11-3583-P,0
7425,471,5991,4504,9
7425,471,5991,3036,9
7425,471,5991,4506,9
7425,471,5991,3050,9
5047,471,2347,4322,97
5047,471,2347,4323,97
5047,471,2347,5168,97
5051,471,1190,4315,11089
11432,471,8000,1135,0
11232,471,3969,3186,0
567,471,2196,1418,3804
567,471,2196,1419,3804
3293,471,471,680,5529
9618,472,8000,404,0
2115,472,3856,2837,0
1867,472,1932,1349,1210
1867,472,1932,1350,1210
3143,472,472,3043,1599
4041,472,5994,3063,6
622,472,7946,3037,54
622,472,7946,3041,54
651,472,12551,2855,0
8976,472,5623,702,377
2588,472,5393,2198,607
10781,472,7999,1425,1
10340,472,8000,3947,0
10340,472,8000,3948,0
7762,472,3879,3664,0
1551,472,6000,136,0
11411,472,4051,424,0
11413,472,1283,340,4717
11205,472,12979,239,21
10903,472,8905,339,0
8648,472,2926,638,0
5710,472,984,UC31-3794-S,4180
5082,472,12711,UC21-4300-P,289
1437,472,4895,UB11-1139-S,0
885,472,4763,187,0
7869,473,2881,3578,3119
9614,473,2190,1231,0
9618,473,8000,768,0
7354,473,8000,3951,0
5548,473,6000,1461,0
7553,473,3416,880,0
6656,473,13000,3215,0
9905,473,8000,1856,0
3867,473,4050,868,0
5776,473,5435,2853,0
5776,473,5435,2857,0
9069,473,5400,1916,4
9075,473,2100,2063,3900
991,473,6349,1743,0
991,473,6349,1752,0
383,473,6000,1429,0
383,473,6000,1465,0
383,473,6000,1493,0
1138,473,12046,164,0
1138,473,12046,1213,0
1138,473,12046,170,0
6240,473,3429,3156,2571
6406,473,8000,2474,0
11073,473,6000,3337,0
1770,473,943,629,5057
3426,473,6000,630,0
3426,473,6000,636,0
9972,473,5277,1369,0
3384,473,2456,502,0
1562,473,8293,879,3230
7156,473,9592,4670,8
8605,473,5110,805,0
11435,473,2750,1221,0
3652,473,2818,1778,3182
253,473,7400,1110,0
216,473,5938,280,62
9281,473,3654,396,0
5077,473,6825,UC21-0635-S,0
1440,473,2963,UB11-0898-S,116
7737,473,946,2118,4094
7737,473,946,2119,4094
9477,474,6000,4348,0
9618,474,8000,2700,0
5548,474,6000,1414,0
4251,474,8000,412,0
5321,474,13000,3233,0
3160,474,8000,1325,0
6736,474,4950,3117,0
3491,474,6000,369,0
2032,474,5007,3656,0
2066,474,8111,1286,0
6485,474,11072,4440,0
4825,474,6000,4995,0
8302,474,5032,2115,968
8058,474,5394,1482,102
8058,474,5394,1488,102
3702,474,8000,1208,0
407,474,6202,2506,1798
1116,474,8000,807,0
1109,474,3313,533,0
1773,474,8000,2378,0
7613,474,2456,252,9
486,474,8000,93,0
486,474,8000,94,0
486,474,8000,95,0
3237,474,8000,2742,0
5442,474,13000,4113,0
7764,474,13000,1476,0
1550,474,6000,215,0
3681,474,1968,1294,11032
8220,474,13000,3759,0
11460,474,8000,1871,0
11460,474,8000,1873,0
1415,474,4901,299,0
6360,474,8849,2035,4151
2095,474,841,UB14-2767-P,1588
7935,475,8000,3824,0
4183,475,2550,2145,0
4120,475,6000,3658,0
3792,475,1954,1776,4046
8703,475,6000,2227,0
8703,475,6000,2332,0
8703,475,6000,2407,0
8703,475,6000,2599,0
8825,475,8000,2775,0
5614,475,12999,190,1
7509,475,6000,2008,0
9319,475,2122,5504,0
9327,475,8000,3190,0
2123,475,8000,2742,0
2124,475,8000,2706,0
2202,475,8000,834,0
2204,475,8000,369,0
2204,475,8000,376,0
6739,475,13000,3111,0
3070,475,8000,2626,0
6485,475,11072,4091,0
6485,475,11072,4093,0
6485,475,11072,4117,0
6485,475,11072,4120,0
6441,475,475,3901,3337
10022,475,6000,1668,0
3868,475,6000,559,0
3868,475,6000,1913,0
729,475,2250,2378,0
730,475,8000,2374,0
6077,475,13000,4065,0
7285,475,8000,4635,0
7285,475,8000,4671,0
8419,475,6000,2284,0
384,475,6000,766,0
2970,475,2539,1270,0
1135,475,803,1193,1551
6233,475,475,2813,5033
6243,475,8000,1894,0
6243,475,8000,2026,0
6243,475,8000,64,0
6243,475,8000,65,0
6408,475,8000,4277,0
6401,475,2014,5439,0
2892,475,3550,1015,0
2897,475,5759,1014,241
2916,475,3599,1038,0
5268,475,8270,3303,0
1942,475,3373,1156,0
1945,475,8000,765,0
2496,475,1956,2190,361
10874,475,8000,1939,0
8610,475,8000,849,0
11440,475,475,1481,5105
1022,475,475,2398,2974
1023,475,13000,38,0
10261,475,4983,3981,0
10895,475,5514,2675,486
10895,475,5514,2676,486
8400,475,2239,4035,1
8401,475,2200,4034,0
63,475,3731,1259,9269
4374,475,936,4114,3006
7108,475,3888,3060,686
5946,475,2635,1619,0
1041,475,954,1803,12046
2560,475,970,791,2105
9802,475,475,2495,5175
9611,476,2372,462,0
7342,476,6000,3631,0
7344,476,6000,4331,0
6221,476,10671,2938,65
5911,476,8000,2069,0
5911,476,8000,2071,0
5541,476,4372,3410,0
1857,476,5880,1637,120
1851,476,6000,1584,0
6726,476,6000,3035,0
6739,476,13000,3114,0
3936,476,2082,3893,0
5494,476,8000,3272,0
6523,476,6000,2256,0
2334,476,5748,320,284
2335,476,3112,44,2920
8485,476,6000,465,0
8485,476,6000,2239,0
8302,476,5032,1504,968
8979,476,8000,923,0
968,476,8000,1748,0
6236,476,6000,2870,0
6244,476,8000,3831,0
486,476,8000,1952,0
4588,476,2168,2603,564
10341,476,8000,3496,0
10343,476,8000,3269,0
8269,476,7999,2426,1
11386,476,8000,942,0
1562,476,8293,886,3230
11324,476,5899,2198,101
10314,476,8000,3522,0
1023,476,13000,44,0
1024,476,13000,37,0
11458,476,4689,2502,0
11460,476,8000,2501,0
5056,476,13000,UC21-0057-P,0
6990,476,5336,3233,664
14,476,476,1477,5524
10458,476,1913,2445,6087
4131,477,8000,3945,0
4933,477,5029,4595,0
4242,477,2526,874,0
4249,477,2316,2616,0
2191,477,6000,619,0
2203,477,8000,1696,0
3496,477,6000,1347,0
3056,477,5788,2590,212
5482,477,5889,2646,111
9898,477,6000,1688,0
8116,477,6000,1282,0
6523,477,6000,2254,0
8533,477,6807,936,0
7311,477,6006,226,0
389,477,8000,334,0
389,477,8000,335,0
11123,477,6000,2727,0
11123,477,6000,2728,0
5151,477,3224,4438,0
9980,477,8000,2381,0
10866,477,1497,930,4503
3661,477,2450,198,0
9248,477,2100,518,0
257,477,12988,1122,12
258,477,1929,862,11071
5118,477,8000,5420,0
198,477,6149,1151,0
10922,477,8870,300,0
6896,477,3567,UD21-0010-P,0
6896,477,3567,UD21-0011-S,0
1580,477,12993,UB11-0669-P,7
5663,477,956,UC31-4144-S,1835
